0,1,2,3,4,5,6,7,8,9,10,11,12,label
-21.993513,154.43954,-40.027336,6.680498,-22.067331,-6.733782,-13.161663,-0.37308282,-14.417397,-4.632809,-9.994196,1.3333462,-8.174976,gunshot
-18.97386,138.2461,-43.326782,10.54186,-12.883976,0.26791328,-10.079489,-1.8767196,-9.401911,-1.250748,-8.859669,1.4874676,-4.8947306,gunshot
-15.956511,133.62625,-40.400536,8.448424,-14.721681,-0.5433874,-11.717529,-0.9180214,-10.232577,-1.701386,-9.056607,0.762048,-7.124732,gunshot
-17.225233,135.24387,-44.450233,8.297347,-14.992847,-0.15729803,-13.804472,-2.1916132,-11.554553,-1.5788232,-11.141716,0.45426732,-6.572144,gunshot
-38.43683,160.80048,-44.61231,9.790469,-26.368908,-3.897532,-14.415742,-4.8446045,-16.869583,-2.8627043,-8.224862,-0.4164029,-6.42364,gunshot
7.5885177,116.4449,-32.665623,7.677963,-17.201187,-1.1983763,-10.426354,-1.812581,-11.694143,-1.4687986,-6.34672,2.3448555,-4.085766,gunshot
11.924546,115.26689,-18.054457,10.223906,-21.518566,-1.4655766,-13.324062,-4.643909,-13.066127,-2.6890242,-7.870701,0.2002414,-6.2848063,gunshot
-13.151595,146.02705,-30.29319,16.726887,-23.782936,-1.3081517,-13.261786,-1.502813,-14.761366,-2.2826777,-9.704524,-0.0064701913,-5.228189,gunshot
5.782785,134.80017,-45.959347,8.804764,-16.198418,0.91751385,-10.564496,-1.5577005,-13.5115795,-0.031078827,-9.398719,0.5542836,-6.025918,gunshot
9.384136,117.40543,-38.025455,8.587262,-14.16324,0.2769929,-12.081178,-3.2742918,-9.281836,-0.15777941,-8.151724,0.6703769,-5.0432453,gunshot
11.102218,105.50234,-34.32491,3.9808073,-16.92564,-1.8724656,-11.4217825,-2.064945,-9.981801,-1.1857069,-7.0140405,1.2355478,-4.320212,gunshot
11.985345,106.89855,-33.80871,4.040231,-17.59951,-1.9140005,-10.880191,-2.089861,-11.086132,-1.5304343,-6.228823,1.5671909,-4.8132305,gunshot
6.67485,108.78884,-30.286171,7.8838143,-16.073408,-1.2146918,-9.802033,-1.3126167,-11.072409,-0.9877981,-5.5123625,1.9143883,-4.2753286,gunshot
5.037376,111.22403,-33.286194,6.0363355,-18.339333,-2.2919345,-10.981739,-2.4945006,-11.182516,-1.7486477,-5.8573775,1.7596012,-4.9789686,gunshot
-0.96052855,116.277,-34.542873,6.1052794,-17.946186,-3.2057526,-10.784779,-1.8931829,-11.765394,-1.7225337,-6.4365826,1.2663419,-4.315269,gunshot
0.20556457,115.491646,-32.11435,6.096682,-15.565768,-2.0373275,-9.826378,-0.9201027,-10.305556,-1.0801339,-5.976884,1.958714,-3.969725,gunshot
-7.960287,123.43249,-36.153973,6.931255,-18.602993,-2.0098019,-10.761032,-2.013328,-10.957628,-1.7126527,-6.5984664,1.4165568,-4.9797916,gunshot
-2.6536973,132.74588,-39.398727,12.179927,-17.420012,1.0769726,-11.288968,-0.614955,-10.4495125,-0.95586556,-7.4883895,1.3026918,-4.6995025,gunshot
1.8507541,126.23694,-37.21284,12.091195,-16.296892,1.3516225,-11.207549,-0.066924274,-10.28988,-0.25100377,-6.895672,1.8695146,-4.79409,gunshot
-10.070493,130.0017,-36.50784,8.345966,-19.784197,-1.7142444,-11.099284,-1.6664097,-12.456487,-1.6199855,-6.1356487,1.3139284,-5.349316,gunshot
-1.902335,124.62998,-32.47169,9.276478,-17.416952,-0.6636808,-9.710627,-0.96085083,-12.175264,-0.97082263,-5.4647746,1.7769048,-4.4388404,gunshot
-7.5244374,129.20952,-35.683556,9.350154,-18.459707,-2.201211,-9.808882,-1.0600348,-12.104736,-1.5409839,-6.4578757,1.8437304,-4.9527283,gunshot
3.3282814,115.74663,-35.218315,8.621746,-16.59632,-0.68698555,-11.562932,-1.9428823,-11.431058,-3.3204908,-6.173804,2.531123,-3.5413043,gunshot
-18.167036,142.52696,-35.73274,10.916434,-19.46153,-2.5375652,-10.692004,-0.7297587,-12.655476,-3.0363817,-7.54703,0.96851504,-4.649203,gunshot
-11.115727,142.50932,-35.164448,12.992564,-17.56201,-0.74336654,-10.330336,0.1870655,-10.954629,-2.5265296,-6.457705,2.385165,-4.778414,gunshot
-3.630203,139.06154,-26.439322,17.598965,-17.952185,-2.3918333,-9.558119,-1.2462317,-10.602414,-2.5503926,-8.263777,-0.4668484,-5.906517,gunshot
-8.251596,144.18889,-27.917074,16.529829,-20.724417,-1.9317235,-9.99142,-0.32761276,-12.643195,-3.48128,-8.558069,0.2485633,-4.5867167,gunshot
-12.920291,144.18161,-31.00238,18.801796,-23.493486,-1.7065803,-12.126148,-1.7650391,-14.129606,-3.2780297,-9.433815,-0.612476,-5.8841124,gunshot
5.355221,124.40976,-21.814484,16.181858,-16.506565,-7.318532,-9.335456,-4.1858625,-10.232798,-5.3261213,-8.353266,0.36926416,-4.210623,gunshot
-6.0843472,140.05544,-35.9953,22.48944,-10.742345,0.09103528,-13.682172,0.57024324,-11.3679905,-0.7095116,-7.6408787,0.68341225,-4.384229,gunshot
3.2378292,134.0722,-38.303814,13.268875,-13.889923,3.587073,-12.129613,1.7344491,-9.565681,0.57028204,-8.124142,1.6721623,-5.1997437,gunshot
10.241475,120.00415,-41.25187,7.2496576,-15.843378,-3.1937304,-13.131724,-3.5810263,-11.5914345,-0.12969418,-9.724685,-0.059428826,-4.7389627,gunshot
-7.776566,147.22478,-43.16862,9.409894,-20.967346,-0.19461355,-11.634147,-1.6647855,-13.917124,-1.0012262,-7.742447,-1.1986762,-7.075917,gunshot
4.962866,125.05671,-47.9833,4.0014443,-20.210207,-2.2870715,-13.128384,-3.3904366,-13.057568,-0.024497613,-9.027939,-1.0037744,-5.972888,gunshot
5.852433,111.99198,-38.520046,8.376653,-15.727376,-1.2835984,-13.091739,-3.403018,-9.427856,-0.12536903,-7.606412,0.7358575,-4.9451776,gunshot
10.196615,114.898254,-33.107273,9.434911,-13.448737,1.2293297,-12.039241,-0.6833587,-9.007225,0.19142292,-8.143285,1.9072413,-5.1154985,gunshot
9.1865015,109.92683,-36.73637,7.0511637,-15.292617,-0.9764398,-11.916009,-3.0145125,-9.226328,0.10225952,-7.948391,1.4801213,-5.2219176,gunshot
-2.6750188,124.23017,-39.136883,11.074737,-16.28611,-1.9847592,-14.022008,-4.365906,-11.44555,-0.89852095,-9.3080225,0.3909544,-4.8954372,gunshot
-7.120701,136.04001,-36.37192,17.37095,-13.58299,-1.8049256,-13.597593,-2.9643734,-11.86722,-0.98711133,-9.112916,0.42956927,-4.322632,gunshot
25.625248,104.15484,-46.30414,11.773846,-10.634231,-2.4430556,-6.984347,-3.1224735,-10.449469,-0.31068417,-7.026993,-0.4579271,-4.5401053,gunshot
26.420883,100.11378,-45.84553,9.691486,-12.606668,-0.8180812,-8.701092,-3.7669985,-10.67848,0.5536752,-6.3309193,-1.2485627,-5.292848,gunshot
32.869316,92.67784,-43.13832,7.3557153,-15.366837,-3.9359696,-9.363352,-6.060413,-11.092986,-0.6623597,-3.799414,-0.9200684,-5.81457,gunshot
-4.4893036,128.74731,-51.55963,5.362358,-18.764046,0.38880897,-14.401208,-3.8865516,-14.280683,-0.65221334,-10.151238,-0.73105866,-3.4752872,gunshot
4.515726,117.771095,-49.775604,-2.3918993,-21.914,1.7072871,-13.331519,-5.521379,-11.200141,1.761796,-10.281523,-2.0595644,-4.606893,gunshot
-27.260862,156.96275,-38.24388,10.085631,-22.032078,-5.6511993,-11.631121,1.2584832,-13.075478,-4.794906,-8.626273,1.7351627,-7.3905783,gunshot
-22.88893,153.92201,-36.021008,8.152287,-20.254696,-6.8326335,-9.716294,0.26978773,-12.995747,-5.359216,-7.7879395,0.422786,-7.4948397,gunshot
16.28428,119.25483,-47.09599,1.1255958,-16.952044,-2.61011,-14.024629,-6.415741,-12.591021,-4.3261366,-6.9236703,-0.55832046,-9.725722,gunshot
12.55376,94.99074,-46.563324,-11.102902,-19.745071,-5.423926,-13.321284,-10.65253,-10.122948,-3.2129931,-10.256758,1.655359,-6.4497705,gunshot
15.098387,117.96647,-49.898075,-0.85603505,-19.287117,-3.7822502,-16.487602,-8.126505,-13.184866,-3.1346622,-11.201756,-0.8555225,-8.980055,gunshot
14.44465,123.36417,-46.519634,3.092513,-18.54366,-3.4877324,-17.204739,-8.721239,-13.270938,-1.2720164,-11.00543,-0.65757024,-8.922931,gunshot
3.0109293,128.15967,-50.584885,3.150219,-19.89662,-3.0605173,-17.843039,-8.309737,-16.13281,-2.9134288,-10.605581,-3.030844,-8.368879,gunshot
3.4049811,128.27742,-52.042812,4.274236,-16.124805,-2.4459996,-16.599285,-6.0287175,-12.218376,-4.191646,-10.738025,-0.072885044,-8.851243,gunshot
-0.6256783,134.37694,-52.22171,7.882571,-15.0275755,-2.332311,-17.594765,-5.7757096,-13.11687,-2.6433997,-9.235354,-1.7760679,-9.652461,gunshot
-4.75613,136.97226,-51.56642,6.1594,-17.961222,-1.3991853,-13.626841,-2.8901694,-11.773683,-3.4063385,-9.153839,-0.3316313,-8.945471,gunshot
-3.8764055,126.49922,-40.18544,5.8002057,-14.592338,-2.8342302,-10.7383175,-3.0243826,-10.88818,-2.357162,-7.6681104,0.45096883,-6.732865,gunshot
-10.683006,134.57082,-47.445633,7.972998,-19.296446,0.13795851,-12.688409,-3.1087275,-11.33587,-0.8467386,-9.938834,0.60732317,-6.2429237,gunshot
-12.768792,141.66338,-33.90153,3.1463525,-24.071323,-10.286684,-10.2102585,-1.886915,-14.364168,-6.437266,-9.003898,0.29843602,-9.485262,gunshot
-5.768268,134.64403,-51.973347,6.9429865,-22.01413,-3.271924,-12.195004,-8.241126,-10.309077,0.09071272,-10.473454,-0.028731411,-8.163995,gunshot
-1.9318365,127.85957,-50.982246,0.6841896,-20.791285,-2.0027611,-14.1881,-7.5543637,-10.543718,-2.7858365,-9.809563,-0.13441044,-6.8798547,gunshot
-8.458703,138.2719,-48.58254,6.5964813,-16.935596,0.7013571,-13.693029,-3.5793512,-11.678944,-2.572264,-8.558664,-0.19252554,-8.265833,gunshot
10.838581,117.728226,-43.269375,2.2046573,-17.025848,-2.959212,-12.960768,-4.0365787,-11.463441,-2.5855253,-8.24689,1.2265509,-7.948573,gunshot
9.987199,120.87285,-54.50413,3.0099833,-18.895329,-4.293822,-17.09535,-5.335164,-13.0109415,-3.1865747,-9.660503,-1.2038099,-8.763209,gunshot
6.36152,111.47368,-43.411003,-3.6454294,-16.300253,-5.9679227,-12.062266,-7.2372065,-11.426872,-4.683197,-9.96419,-0.45127997,-6.2395453,gunshot
-0.9070322,133.02638,-55.306736,4.8337083,-18.532864,-0.98723185,-14.88096,-6.978773,-16.460302,-2.9015572,-9.502174,-1.0683563,-8.971198,gunshot
-488.92004,145.06944,20.135101,12.003195,-0.26071107,-2.668289,-5.873631,-2.0839643,-1.2611277,1.3837538,0.12049075,0.28609604,-3.859206,gunshot
-469.55795,147.76953,17.091555,12.698754,1.4993098,-4.0204325,-4.491186,-0.9766271,-2.2062082,0.66746974,0.26404914,-0.106133245,-2.1913269,gunshot
-445.91046,151.5979,10.95642,19.074396,-1.6315478,-3.0798752,-4.7091565,-0.7634597,-2.1416054,2.022633,-1.3275677,-0.07228099,-1.5211164,gunshot
-441.86896,155.43903,14.719976,11.955723,-1.1572623,-4.128619,-5.8198,-1.5199128,-1.6449049,1.741194,0.26877767,1.6914271,-2.0699313,gunshot
-403.67093,149.76152,-11.488655,11.694313,-5.986838,-9.71854,-8.449398,-3.5093079,-4.200004,0.42852783,-0.7949421,-0.4112183,-4.9000936,gunshot
-428.9161,149.771,0.043490127,10.576232,-1.0677731,-7.0744224,-7.0467052,-2.5136075,-1.389386,1.9987234,1.4768319,0.6596819,-4.3709855,gunshot
-409.97714,154.8001,-2.8194218,12.02655,-1.1276627,-6.9513683,-7.7145004,-3.2731862,-3.6727,1.6912926,-0.8284677,0.40424863,-4.9485927,gunshot
-437.5828,162.34435,5.4118166,13.395482,0.2793834,-3.5082815,-3.9938886,-1.7458701,-1.7059422,1.5610696,0.87812376,1.1313546,-3.2447007,gunshot
-385.25946,154.79503,-14.950233,21.107004,-8.317826,-3.7531264,-7.7209854,-3.0031931,-3.2534568,-1.4094675,-1.5571209,-1.3837576,-4.5671372,gunshot
-412.73807,138.02643,-4.879576,16.856487,2.8106422,1.6022599,-5.8039417,-2.137899,-1.7280135,1.3026929,-3.8104138,-5.616433,-6.691225,gunshot
-168.11214,78.41899,-2.5828218,30.659824,5.679727,-1.23615,1.9561396,-4.9630957,-6.9411535,-0.13054523,-10.824875,-2.0340238,-4.785042,gunshot
-218.43661,69.6621,-14.025071,19.644926,6.408425,4.394096,7.765135,-4.2167015,-16.260813,3.5243676,-4.3654213,0.72706324,-0.66951406,gunshot
-220.12175,76.37833,-6.9973955,29.147198,5.2144437,-2.2906144,1.2780691,-6.8247976,-8.730822,0.0008199374,-11.21439,-2.0522907,-4.171445,gunshot
-273.76862,63.53039,-16.928488,18.180416,4.814375,3.055672,9.55296,-3.6339836,-17.419922,3.6548805,-3.8934267,-0.058185376,-0.0553113,gunshot
-211.69138,81.78784,-2.2348602,16.929693,-3.2065396,2.6332867,4.742909,0.97626734,-10.689883,-1.779586,-13.805787,-4.0152416,-6.5380793,gunshot
-168.62383,85.19854,-5.207235,18.722795,-3.6823425,5.8249855,2.164373,-7.894108,-7.4533386,-6.066895,-9.905994,0.44694456,-8.690548,gunshot
7.1400213,125.92167,-40.63008,2.7413754,-31.256207,3.6488018,-13.463436,-8.927515,-11.849187,-4.8495803,-5.796031,-4.9207582,-4.176332,gunshot
3.1229892,121.69038,-36.590645,1.671037,-28.468887,3.09556,-9.971512,-11.439797,-9.38213,-3.2200518,-7.5524344,-4.136414,-5.009666,gunshot
5.16571,124.61876,-38.693687,2.9152498,-32.386574,3.7778761,-11.850927,-10.97135,-10.122834,-3.5133703,-6.6220455,-5.2601733,-4.597066,gunshot
8.35544,122.31758,-40.4264,0.4846599,-32.364536,3.1525247,-13.099438,-10.831764,-10.62218,-4.4328,-7.847238,-2.559334,-3.3754199,gunshot
-3.0110674,140.73303,-12.447759,8.681036,-35.419193,3.4928124,-13.817195,-9.3975725,-12.370607,-7.731555,-5.8131647,-4.9543366,-6.258828,gunshot
-2.893265,137.49278,-18.836023,12.799951,-37.795544,0.24193814,-15.192832,-9.237088,-8.715335,-8.735898,-6.5786157,-6.6356483,-2.492443,gunshot
5.426266,123.78098,-36.703873,5.8680563,-26.784952,5.848644,-12.637458,-7.128112,-10.030215,-3.8148458,-6.1101823,-3.2489781,-3.6020858,gunshot
6.2578673,128.13733,-39.559998,7.6815414,-31.265978,4.5411634,-12.87321,-7.285365,-9.034769,-2.6465156,-6.3174295,-2.820869,-4.098083,gunshot
3.8371372,131.93764,-41.10797,2.8168576,-32.172623,6.3333683,-13.681998,-8.338095,-9.781805,-3.1658309,-8.34101,-5.426847,-4.794149,gunshot
12.671318,116.51426,-33.14393,0.6896932,-30.68971,3.501775,-9.9266815,-10.835503,-7.7603583,-5.0133452,-6.8601,-4.783227,-4.4409266,gunshot
1.5002149,129.19313,-40.749866,2.409787,-32.222126,4.6913037,-13.067708,-8.777598,-8.706331,-2.6044953,-5.8463984,-5.050828,-4.0817547,gunshot
12.8907,118.96538,-38.585175,0.8648694,-31.257915,4.118629,-11.420259,-9.789256,-10.099146,-4.916606,-6.772569,-4.3478327,-3.5049992,gunshot
11.472556,114.59913,-40.36061,-1.7203543,-32.09209,0.053403664,-12.824294,-11.020636,-11.744289,-4.1610985,-7.3376656,-5.74396,-2.392346,gunshot
11.692496,110.43277,-37.79517,-0.22305174,-31.312973,0.4638245,-15.14264,-8.350213,-10.462787,-5.771338,-6.319413,-4.1417565,-4.903187,gunshot
5.724706,129.07648,-39.820908,4.74858,-30.431889,4.819088,-12.998194,-8.169426,-11.619572,-2.692468,-5.863151,-4.017275,-2.3783488,gunshot
14.948879,113.20715,-38.75342,4.9916964,-28.509092,1.1143081,-11.099977,-9.481813,-8.580473,-4.091221,-4.6786776,-4.6236806,-3.5193858,gunshot
15.255779,113.28775,-36.65297,6.601393,-27.841217,4.1654086,-10.405262,-9.679196,-7.88043,-4.2243257,-4.069221,-4.908069,-3.3898897,gunshot
20.49371,108.20263,-38.733166,2.082085,-30.684484,-2.1300242,-11.607074,-10.886391,-10.297446,-5.3354235,-4.795769,-6.0548654,-3.9877017,gunshot
5.167058,125.6712,-37.29824,4.304046,-30.987589,2.7271519,-13.694869,-7.281039,-9.013402,-5.324918,-7.0489507,-4.8509517,-2.2766826,gunshot
2.8146136,127.400406,-42.386654,-0.77413803,-33.36881,4.990213,-12.884396,-10.129225,-9.854102,-1.8643717,-8.173412,-3.8123803,-2.155681,gunshot
24.19286,106.75842,-36.102463,-3.6934876,-27.659716,0.25166106,-14.237833,-8.051296,-8.047743,-2.6975238,-4.510829,-5.031518,-2.3352613,gunshot
-235.14598,55.498344,-5.9659505,17.318735,4.3971295,11.02684,6.068345,11.982148,7.4917946,11.322396,4.7697372,8.752364,4.5180984,gunshot
-226.49036,112.02861,-28.078505,32.10122,9.893022,-11.664415,10.8307,9.793083,-18.155132,-1.5755455,-14.417548,-6.334446,-4.0995836,gunshot
-243.45996,78.247665,10.097366,-7.274473,-14.879736,-1.5303189,1.9265473,1.4619142,-6.2099,3.2835257,-0.24646692,6.636259,-3.6308954,gunshot
-245.75482,91.01996,-9.385463,-9.194717,-19.6081,-5.8592033,-0.37088722,0.8707402,-5.400175,-0.16587113,-4.12654,1.6126716,-3.7312133,gunshot
-241.90794,85.940094,8.923678,-8.020423,-15.034222,-0.086871296,2.689247,-0.7193834,-3.9967084,3.8654447,-1.1593275,2.7359533,-1.9708269,gunshot
-259.69745,103.23374,-1.4472281,-4.7499943,-6.9486294,-2.4581785,2.1789072,1.1063781,-3.299519,0.87333435,-0.51547426,3.333301,-3.7189455,gunshot
-184.92055,79.95487,-19.819435,-2.1235828,-9.944115,-5.743505,-2.192631,-0.4652706,-5.698565,2.109396,-2.6085796,3.856123,-2.4532003,gunshot
-261.3153,83.41327,-19.138836,-5.7642,-7.0982122,3.3161116,5.753701,6.8137774,1.6723284,3.2951136,-2.0866878,0.15873894,-1.9821095,gunshot
-256.97342,99.92491,-7.165117,3.5549932,1.9522825,11.48415,13.362766,9.133249,4.058026,8.097077,0.8720577,3.1097217,-0.0028356689,gunshot
-267.177,96.6395,-14.116807,-1.9331188,-12.269492,-1.4553716,2.0034702,4.170859,1.0206417,2.5263064,-0.9378325,2.750052,0.49509543,gunshot
-308.92383,92.46892,-15.379434,-15.025337,-15.712664,0.39216757,3.7528043,5.0018573,0.37910947,5.2458844,2.7774906,6.0488987,2.291678,gunshot
-59.619728,126.37074,-26.253185,-1.6944213,-16.963999,-3.3188787,4.0533795,7.4351983,4.837028,2.4775205,-0.4366792,6.045597,3.8326352,gunshot
-129.86768,36.988182,-38.47202,-9.673623,-5.6652308,1.311987,-8.298923,2.54265,0.9177989,2.013584,0.61201787,9.389912,1.1011573,gunshot
-193.0268,49.933937,-32.544422,-10.996855,-1.402187,4.1838665,-4.1694536,6.367557,3.7162564,-0.0076634088,-1.4105208,5.7736964,-0.08956776,gunshot
-97.36427,29.00628,-30.727839,-7.6987753,0.6265762,2.1357868,-6.177449,9.8958,0.4746819,4.5442796,1.0504624,7.6300254,-0.6316175,gunshot
-104.573524,32.2033,-27.064566,3.1373787,6.660799,7.9895453,0.78487736,12.987993,4.4467545,6.5744634,5.7607546,9.601222,4.2089987,gunshot
-63.750538,55.885292,-24.27104,13.314223,17.777086,19.154726,4.547254,16.104841,4.600493,7.334996,7.7050366,10.42855,-0.3863437,gunshot
-219.26984,118.12955,-7.9998555,-8.470461,-12.895704,-3.4312134,0.29767564,4.3049226,2.3949392,5.171026,0.3943091,5.40227,5.075749,gunshot
-198.60947,120.93934,-14.756324,2.0220551,-11.101692,-2.1682034,4.677743,7.8052473,4.304698,4.691653,-0.77688175,4.7867017,4.813898,gunshot
-254.21971,102.98445,-6.4374113,-5.15636,-14.088088,-4.213269,2.2649436,6.101067,3.5876548,3.1026084,-2.5946681,2.0492399,3.9810412,gunshot
-157.66655,118.839096,-10.094368,-9.622107,-10.339261,-2.6782582,6.6031866,10.983776,7.9365582,6.9163485,-0.41879052,8.147945,6.034966,gunshot
-218.5868,113.97421,-12.193985,-10.317181,-13.3795185,-3.4185727,2.136472,8.689339,3.2816665,6.773635,0.6281062,4.173781,4.295859,gunshot
-221.15295,114.02434,-18.026215,-10.520239,-17.03361,-8.038874,0.5682047,6.978718,1.1442245,1.2537607,-2.3831959,4.091139,2.892313,gunshot
-227.6931,107.82644,4.4545474,12.687619,6.0479474,12.396855,8.773561,9.180137,-0.07380986,3.4549553,4.221536,7.1967087,4.5252657,gunshot
-180.96423,66.33706,-9.188494,4.5125847,-3.6630602,-1.0300639,-2.759465,1.8982368,-8.044057,-2.2965071,-4.0231004,2.30039,-1.968028,gunshot
-209.53944,67.41908,3.0377257,6.470544,-2.5202773,1.5524812,-1.1195902,2.428977,-6.797371,-2.4939806,-4.1397686,-1.2309957,-5.5422215,gunshot
-88.50895,98.57914,-31.18411,21.796352,7.89491,-2.585991,7.4453144,-3.0638196,1.708004,-6.333784,-5.547639,-3.6367629,-5.284207,gunshot
-207.14072,108.73642,-31.40543,0.2081579,-20.052322,-6.4348464,-17.361286,-6.8078704,-16.271736,-4.594854,-14.076692,-5.0767674,-6.000715,gunshot
-211.23743,72.3535,-4.3973546,3.1466274,-20.52406,2.698646,-16.392128,0.6405295,-15.394956,1.196502,-13.883423,0.30185923,-3.818346,gunshot
-216.35919,91.68782,-13.375992,2.342065,-18.374605,0.23732828,-17.079124,0.33438668,-14.61819,-0.68732804,-12.436872,-0.38370052,-4.4737353,gunshot
-437.46722,82.28803,-20.129862,16.536705,6.2675548,5.338406,4.717089,6.605591,3.9119816,-0.6186961,0.97837424,5.165798,1.8921607,gunshot
-565.49817,62.705486,-0.97596925,-3.2592223,-5.4275784,6.319,1.5600662,4.853666,3.90418,10.139559,8.448479,11.146854,7.1932597,gunshot
-526.23615,59.860172,-4.5638976,-4.5739827,-8.644724,3.1168172,-2.9782898,3.0308423,0.8225917,7.6429963,6.2496977,9.46181,4.9923453,gunshot
-495.59955,64.14336,-20.660574,4.7711244,0.5381658,2.981379,-5.109509,4.643237,4.3542247,8.26504,6.412017,10.119115,3.950504,gunshot
-325.34982,70.359245,-34.870155,10.7343025,3.087672,4.923793,-7.271193,9.575277,10.1015835,13.549173,14.814082,16.119913,8.527498,gunshot
-272.6654,67.88185,-36.90703,6.1961684,-2.26606,3.180272,-8.703087,7.0206738,6.7849107,12.101329,11.427299,15.957334,5.406418,gunshot
-281.66287,65.56916,-33.89946,3.9056451,-3.6280239,3.8782403,-8.467406,7.7692823,7.9763947,16.423727,10.69809,15.82278,4.3458567,gunshot
-298.33734,64.733635,-35.08795,4.481044,0.2709595,4.39357,-7.4871755,6.9596615,6.6255817,13.884267,10.821686,15.360203,6.2029257,gunshot
-354.6073,76.81327,-31.780273,8.308425,2.1732466,5.331519,-5.7649565,8.719841,9.91482,14.754408,11.79416,16.65131,6.615041,gunshot
-310.22717,73.27879,-38.724487,2.9714227,-5.2799673,3.1731772,-10.387053,5.675948,8.203175,13.649672,10.32276,15.46476,5.318432,gunshot
-347.34772,60.914272,-39.385563,6.303883,-8.792196,0.017371574,-13.298576,-0.054787263,0.272707,7.2604346,4.8566093,10.597449,3.20164,gunshot
-523.3252,63.655148,-18.447973,-1.6187063,-2.051793,2.386628,-5.937316,1.3433791,2.9116914,7.5607862,4.8684697,9.511773,5.2758904,gunshot
-220.40231,97.53442,10.471111,10.788545,1.5041194,5.1411285,-4.3632665,3.9856925,-2.3479016,4.419546,1.5693564,6.274718,1.4583626,gunshot
-162.44228,129.37141,8.582728,22.547016,4.1086535,3.3901935,-1.1507161,4.469865,-3.923425,8.450623,0.18313928,4.1302967,-2.6838274,gunshot
-272.5096,112.24292,-9.398051,11.285246,7.1284575,11.90872,4.4158816,4.9966917,1.1566054,1.3665215,-0.19602129,4.0284095,1.39131,gunshot
-345.0264,167.42674,-30.551998,24.585052,2.5010233,-4.2337046,-4.6292253,-3.6796017,-11.21346,-1.5278735,-4.9862013,-3.839294,-2.8637183,gunshot
-318.85834,154.95294,-37.01071,20.4893,0.7513002,-1.4158171,-0.26561674,-3.5981464,-7.811986,-1.4147094,-3.4264896,3.9924912,0.18992434,gunshot
